ID;Gender;Ever_Married;Age;Graduated;Profession;Work_Experience;Spending_Score;Family_Size;Set
467049;Male;No;50;Yes;Artist;1.0;Low;1.0;Train
459674;Female;No;32;Yes;Doctor;0.0;Low;5.0;Train
466910;Male;Yes;59;Yes;Entertainment;9.0;Low;1.0;Train
466459;Female;No;30;Yes;Healthcare;3.0;Low;5.0;Train
463085;Female;No;35;Yes;Artist;0.0;Low;1.0;Train
461533;Male;No;48;Yes;Healthcare;1.0;Low;2.0;Train
461187;Male;No;29;No;Healthcare;9.0;Low;4.0;Train
461432;Female;Yes;40;Yes;Artist;1.0;Average;2.0;Train
463978;Male;Yes;38;Yes;Artist;1.0;Average;3.0;Train
459383;Male;Yes;36;No;Engineer;0.0;Low;1.0;Train
464020;Male;No;20;No;Healthcare;0.0;Low;4.0;Train
467394;Male;No;29;No;Healthcare;6.0;Low;3.0;Train
464539;Male;Yes;42;No;Executive;3.0;High;3.0;Train
461529;Female;Yes;35;Yes;Entertainment;1.0;Low;1.0;Train
464943;Female;Yes;37;No;Engineer;1.0;Average;6.0;Train
466147;Female;Yes;52;No;Artist;0.0;Average;4.0;Train
466263;Male;No;53;Yes;Artist;0.0;Low;2.0;Train
461812;Male;Yes;30;No;Artist;9.0;High;6.0;Train
466848;Female;Yes;65;Yes;Artist;1.0;Low;2.0;Train
467933;Female;No;23;No;Healthcare;1.0;Low;3.0;Train
463957;Female;No;32;No;Entertainment;0.0;Low;3.0;Train
462175;Female;No;36;Yes;Homemaker;9.0;Low;1.0;Train
465818;Male;No;27;No;Entertainment;1.0;Low;3.0;Train
467190;Male;Yes;36;Yes;Executive;0.0;Low;2.0;Train
467848;Male;No;37;Yes;Artist;12.0;Low;1.0;Train
462249;Male;No;29;No;Entertainment;0.0;Low;3.0;Train
459311;Male;No;29;Yes;Executive;0.0;Low;5.0;Train
462610;Male;No;27;Yes;Doctor;1.0;Low;6.0;Train
467309;Female;No;35;Yes;Engineer;2.0;Low;1.0;Train
467365;Male;No;40;Yes;Artist;1.0;Low;1.0;Train
461913;Male;No;37;Yes;Entertainment;6.0;Low;4.0;Train
462617;Male;No;19;No;Healthcare;0.0;Low;5.0;Train
465485;Male;No;29;Yes;Healthcare;0.0;Low;4.0;Train
461316;Female;Yes;53;Yes;Artist;0.0;Average;2.0;Train
460501;Male;No;25;Yes;Healthcare;0.0;Low;;Train
460556;Female;Yes;38;Yes;;1.0;Low;1.0;Train
463036;Male;Yes;48;Yes;Artist;;Low;6.0;Train
461079;Female;No;26;No;Engineer;4.0;Low;1.0;Train
465120;Female;No;30;Yes;Healthcare;0.0;Low;4.0;Train
464671;Male;No;30;No;Entertainment;1.0;Low;2.0;Train
465367;Male;Yes;69;No;Executive;1.0;High;3.0;Train
467088;Male;Yes;57;Yes;Artist;0.0;Low;1.0;Train
463887;Female;Yes;56;Yes;Artist;4.0;Average;2.0;Train
460250;Male;No;27;Yes;Healthcare;8.0;Low;4.0;Train
465316;Male;No;21;No;Healthcare;0.0;Low;6.0;Train
464713;Female;Yes;71;Yes;Artist;0.0;High;4.0;Train
465764;Female;No;39;Yes;Entertainment;8.0;Low;4.0;Train
467080;Female;Yes;87;Yes;Lawyer;1.0;High;2.0;Train
460683;Male;Yes;59;No;Entertainment;6.0;Average;3.0;Train
460042;Male;No;32;Yes;Marketing;8.0;Low;1.0;Train
463025;Male;Yes;40;No;Executive;7.0;Low;4.0;Train
459731;Female;Yes;58;Yes;Artist;0.0;High;3.0;Train
460955;Male;No;19;No;Healthcare;;Low;5.0;Train
462179;Female;No;31;Yes;Marketing;0.0;Low;9.0;Train
463147;Male;No;31;No;Healthcare;;Low;4.0;Train
462639;Female;Yes;43;No;Engineer;;Average;2.0;Train
465722;Male;Yes;47;No;;1.0;Low;5.0;Train
464799;Male;No;35;No;Marketing;0.0;Low;4.0;Train
461934;Female;Yes;46;Yes;Artist;8.0;Average;2.0;Train
459146;Male;Yes;69;Yes;Artist;1.0;Low;2.0;Train
461448;Male;Yes;69;Yes;Doctor;0.0;High;3.0;Train
466419;Female;Yes;45;Yes;Entertainment;3.0;Average;5.0;Train
465443;Male;Yes;38;Yes;Artist;0.0;Low;4.0;Train
459105;Male;Yes;39;Yes;Executive;5.0;High;3.0;Train
459941;Male;Yes;65;Yes;Artist;4.0;Low;;Train
463232;Female;No;23;No;Healthcare;2.0;Low;5.0;Train
464737;Female;Yes;58;No;Engineer;0.0;Average;6.0;Train
467922;Male;Yes;84;Yes;Entertainment;0.0;High;2.0;Train
465329;Male;Yes;35;Yes;Artist;5.0;Average;2.0;Train
466512;Female;No;22;No;Healthcare;1.0;Low;2.0;Train
465408;Male;No;30;No;Executive;;Low;4.0;Train
466339;Male;No;23;No;Healthcare;0.0;Low;2.0;Train
462870;Female;No;41;Yes;Artist;3.0;Low;3.0;Train
464335;Male;Yes;50;Yes;Executive;4.0;High;3.0;Train
461353;Male;Yes;50;Yes;Executive;0.0;High;4.0;Train
463920;Female;No;28;Yes;Homemaker;8.0;Low;1.0;Train
463712;Female;Yes;37;Yes;Doctor;1.0;Average;2.0;Train
467465;Male;No;19;No;Healthcare;;Low;6.0;Train
463637;Female;No;30;Yes;Healthcare;;Low;5.0;Train
466917;Male;Yes;43;No;Executive;3.0;Low;;Train
464663;Male;Yes;73;No;Executive;1.0;High;2.0;Train
460919;Female;No;19;No;Healthcare;0.0;Low;;Train
465000;Male;Yes;50;Yes;Executive;1.0;High;3.0;Train
461226;Male;Yes;51;Yes;;1.0;Low;2.0;Train
467500;Female;Yes;32;Yes;Artist;4.0;High;2.0;Train
461536;Female;No;39;Yes;Doctor;2.0;Low;1.0;Train
464296;Male;No;43;Yes;Doctor;1.0;Low;4.0;Train
463142;Female;No;33;Yes;Artist;5.0;Low;2.0;Train
461004;Male;Yes;61;Yes;Artist;1.0;Average;3.0;Train
462323;Female;Yes;70;Yes;Doctor;0.0;Average;2.0;Train
467899;Male;Yes;66;Yes;Artist;1.0;Average;2.0;Train
461941;Female;Yes;72;Yes;Artist;0.0;Low;1.0;Train
461383;Male;Yes;71;Yes;Artist;0.0;High;2.0;Train
466616;Male;No;18;No;Healthcare;8.0;Low;9.0;Train
464658;Male;Yes;33;No;Artist;1.0;Average;2.0;Train
460699;Male;No;28;Yes;Artist;9.0;Low;1.0;Train
460180;Female;Yes;27;Yes;Marketing;11.0;Average;2.0;Train
462683;Female;Yes;38;No;Engineer;1.0;Low;5.0;Train
464988;Male;Yes;63;Yes;Artist;0.0;Average;7.0;Train
466593;Male;Yes;70;Yes;Lawyer;0.0;High;3.0;Train
464542;Female;No;26;Yes;Healthcare;10.0;Low;1.0;Train
465678;Male;Yes;36;No;Entertainment;1.0;Low;2.0;Train
467862;Female;Yes;47;Yes;Artist;0.0;Low;3.0;Train
459394;Male;No;28;No;Entertainment;9.0;Low;2.0;Train
460091;Female;No;26;Yes;Entertainment;1.0;Low;5.0;Train
461023;Male;Yes;65;No;Lawyer;;High;2.0;Train
461260;Male;No;20;No;Marketing;1.0;Low;3.0;Train
463632;Male;Yes;30;Yes;Artist;0.0;Average;2.0;Train
460047;Male;No;41;Yes;Entertainment;8.0;Low;2.0;Train
460378;Female;No;40;Yes;Doctor;1.0;Low;1.0;Train
464758;Female;Yes;47;No;Engineer;1.0;Average;4.0;Train
460931;Male;Yes;40;Yes;Entertainment;2.0;Average;5.0;Train
463240;Female;Yes;53;No;Engineer;0.0;Average;3.0;Train
461126;Female;No;28;Yes;Homemaker;;Low;2.0;Train
459698;Male;Yes;60;Yes;Artist;1.0;Low;2.0;Train
461598;Female;No;27;Yes;Artist;8.0;Low;1.0;Train
465979;Male;Yes;43;Yes;Artist;2.0;Low;2.0;Train
463974;Female;No;33;Yes;Homemaker;7.0;Low;3.0;Train
466231;Male;Yes;56;Yes;Entertainment;0.0;Average;2.0;Train
459833;Male;Yes;70;Yes;Executive;1.0;High;2.0;Train
462886;Male;Yes;70;No;Doctor;1.0;High;2.0;Train
467628;Male;Yes;73;No;Executive;;High;3.0;Train
467488;Female;Yes;38;Yes;Entertainment;;Average;2.0;Train
465998;Female;No;40;Yes;Engineer;6.0;Low;3.0;Train
459338;Male;Yes;88;No;Executive;;Low;;Train
466942;Female;No;29;Yes;Healthcare;1.0;Low;4.0;Train
467195;Male;Yes;27;Yes;Executive;;High;2.0;Train
466310;Female;Yes;40;Yes;Engineer;0.0;Average;2.0;Train
467617;Male;Yes;82;Yes;Lawyer;1.0;Low;1.0;Train
459975;Female;No;38;Yes;Artist;7.0;Low;1.0;Train
464386;Male;Yes;39;Yes;Doctor;0.0;Average;3.0;Train
462005;Male;Yes;39;Yes;Artist;0.0;Average;2.0;Train
465859;Male;No;47;Yes;Artist;0.0;Low;1.0;Train
464394;Male;Yes;75;Yes;Lawyer;0.0;High;2.0;Train
466120;Female;Yes;37;No;Marketing;0.0;Low;4.0;Train
460964;Male;Yes;84;No;Lawyer;1.0;High;2.0;Train
461975;Female;No;42;Yes;Entertainment;6.0;Low;2.0;Train
462172;Male;Yes;39;Yes;Doctor;0.0;Average;2.0;Train
464563;Male;Yes;42;Yes;Artist;0.0;Average;2.0;Train
464945;Female;Yes;40;Yes;Artist;1.0;Average;2.0;Train
463688;Female;No;52;Yes;Doctor;1.0;Low;1.0;Train
461750;Male;No;52;No;Artist;5.0;Low;1.0;Train
464400;Male;No;31;Yes;Entertainment;0.0;Low;4.0;Train
463052;Male;Yes;37;Yes;Marketing;1.0;Low;2.0;Train
461372;Male;No;27;Yes;Artist;3.0;Low;1.0;Train
463367;Female;No;35;Yes;Engineer;4.0;Low;4.0;Train
467926;Male;Yes;79;Yes;Artist;0.0;High;2.0;Train
461483;Female;No;28;Yes;Doctor;1.0;Low;4.0;Train
467355;Male;No;31;No;Healthcare;0.0;Low;4.0;Train
466416;Male;Yes;88;No;Executive;0.0;High;3.0;Train
460330;Female;No;51;Yes;Entertainment;4.0;Low;1.0;Train
459650;Male;Yes;38;Yes;Entertainment;;Low;2.0;Train
466789;Female;Yes;53;Yes;Artist;0.0;Average;2.0;Train
466679;Female;No;43;Yes;Artist;8.0;Low;2.0;Train
459362;Male;Yes;55;No;Executive;0.0;Low;2.0;Train
466128;Male;No;35;Yes;Artist;4.0;Low;2.0;Train
462474;Female;Yes;25;No;Engineer;1.0;Average;2.0;Train
459782;Male;Yes;58;Yes;Artist;6.0;Average;4.0;Train
463113;Female;No;32;Yes;Doctor;1.0;Low;6.0;Train
466683;Female;Yes;49;No;Artist;1.0;Average;4.0;Train
462103;Female;Yes;53;No;Entertainment;9.0;High;2.0;Train
459227;Female;Yes;31;No;Engineer;9.0;Low;4.0;Train
467761;Male;No;39;Yes;Artist;1.0;Low;2.0;Train
459163;Male;No;42;Yes;Entertainment;1.0;Low;1.0;Train
462455;Male;No;20;No;Healthcare;1.0;Low;5.0;Train
460178;Male;Yes;50;Yes;Entertainment;1.0;Low;2.0;Train
462803;Male;No;26;No;Doctor;0.0;Low;6.0;Train
460427;Male;Yes;46;Yes;Artist;1.0;Average;3.0;Train
466343;Male;No;30;Yes;Doctor;0.0;Low;2.0;Train
461583;Female;Yes;60;Yes;Doctor;6.0;Average;2.0;Train
466461;Male;Yes;84;No;Lawyer;0.0;Low;1.0;Train
462689;Female;No;37;Yes;Homemaker;;Low;1.0;Train
462740;Male;Yes;63;Yes;Artist;6.0;Low;1.0;Train
461355;Female;No;38;Yes;Healthcare;0.0;Low;2.0;Train
465009;Male;Yes;51;Yes;Entertainment;0.0;Average;4.0;Train
467658;Male;No;20;No;Healthcare;0.0;Low;4.0;Train
462837;Female;No;25;No;Healthcare;14.0;Low;3.0;Train
463907;Female;No;33;Yes;Doctor;0.0;Low;5.0;Train
462728;Female;No;31;No;Engineer;0.0;Low;1.0;Train
461175;Male;Yes;57;Yes;Healthcare;1.0;Low;3.0;Train
464872;Male;Yes;42;Yes;Artist;1.0;Low;4.0;Train
460830;Male;Yes;40;No;Entertainment;2.0;Average;5.0;Train
459741;Male;Yes;66;No;Lawyer;0.0;High;3.0;Train
461154;Male;No;21;No;Homemaker;0.0;Low;4.0;Train
464990;Male;Yes;73;No;Executive;1.0;High;2.0;Train
467886;Female;Yes;46;Yes;Artist;0.0;Low;2.0;Train
459201;Female;Yes;66;Yes;Artist;0.0;Average;2.0;Train
463357;Male;Yes;27;Yes;Doctor;0.0;Average;2.0;Train
460539;Female;Yes;35;Yes;Homemaker;;Low;;Train
462380;Female;Yes;53;No;Artist;1.0;High;4.0;Train
459884;Male;Yes;80;No;Lawyer;8.0;Low;1.0;Train
461651;Female;Yes;63;Yes;Artist;1.0;Average;3.0;Train
465336;Female;No;41;Yes;Doctor;9.0;Low;1.0;Train
461338;Male;Yes;43;Yes;Artist;1.0;Average;4.0;Train
461050;Male;Yes;47;Yes;;1.0;High;3.0;Train
460485;Female;No;18;No;Marketing;9.0;Low;5.0;Train
467901;Female;No;33;Yes;Entertainment;1.0;Low;4.0;Train
463713;Male;No;30;No;Engineer;9.0;Low;3.0;Train
464278;Male;Yes;85;Yes;Executive;1.0;High;2.0;Train
461192;Female;Yes;46;Yes;Artist;;High;;Train
462285;Male;Yes;48;Yes;Doctor;;Low;2.0;Train
463044;Male;Yes;80;Yes;Lawyer;;High;2.0;Train
463086;Male;No;33;Yes;Artist;8.0;Low;;Train
459595;Female;Yes;36;Yes;Artist;4.0;High;7.0;Train
461419;Male;Yes;27;No;Entertainment;3.0;Average;2.0;Train
465767;Male;No;28;No;Healthcare;0.0;Low;5.0;Train
460598;Female;Yes;35;Yes;Doctor;0.0;Average;3.0;Train
460714;Male;No;26;Yes;Entertainment;1.0;Low;3.0;Train
466482;Female;Yes;39;Yes;Homemaker;;Average;3.0;Train
461584;Female;Yes;56;Yes;Artist;1.0;High;4.0;Train
462066;Female;No;26;Yes;Artist;13.0;Low;2.0;Train
463369;Male;Yes;31;Yes;Entertainment;4.0;Low;2.0;Train
466586;Male;No;21;No;Healthcare;0.0;Low;2.0;Train
464649;Male;Yes;39;No;Entertainment;1.0;Average;4.0;Train
463209;Female;No;51;Yes;Artist;0.0;Low;1.0;Train
466298;Male;Yes;45;No;Doctor;0.0;Low;4.0;Train
466929;Female;No;33;Yes;Homemaker;11.0;Low;;Train
466702;Male;Yes;62;;Lawyer;0.0;Low;1.0;Train
459238;Female;Yes;80;Yes;Lawyer;;High;2.0;Train
463904;Male;Yes;77;Yes;Executive;1.0;Low;1.0;Train
463996;Female;No;29;No;Healthcare;;Low;5.0;Train
462208;Female;Yes;33;No;Engineer;7.0;Average;5.0;Train
461755;Male;No;29;No;Artist;1.0;Low;3.0;Train
466736;Female;No;20;No;Healthcare;1.0;Low;;Train
466872;Male;Yes;43;Yes;Artist;1.0;Low;2.0;Train
467104;Female;No;18;No;Healthcare;1.0;Low;3.0;Train
463476;Male;Yes;53;Yes;Artist;3.0;Average;3.0;Train
463953;Male;Yes;28;Yes;Entertainment;3.0;Average;3.0;Train
462202;Female;No;43;Yes;Entertainment;1.0;Low;4.0;Train
467830;Male;No;31;Yes;Entertainment;1.0;Low;3.0;Train
463752;Female;No;28;Yes;Healthcare;;Low;2.0;Train
461770;Male;Yes;65;Yes;Artist;1.0;Low;2.0;Train
466525;Male;Yes;33;Yes;Artist;0.0;Average;2.0;Train
462349;Male;Yes;49;Yes;Artist;0.0;Average;6.0;Train
463964;Male;No;33;No;Healthcare;1.0;Low;4.0;Train
459353;Male;Yes;53;Yes;Artist;6.0;Average;2.0;Train
459709;Female;Yes;47;Yes;Artist;7.0;Average;4.0;Train
461858;Male;No;31;No;Entertainment;1.0;Low;7.0;Train
460450;Male;Yes;52;Yes;Executive;1.0;High;4.0;Train
466520;Male;;61;;Engineer;2.0;Average;2.0;Train
467646;Male;No;31;No;Healthcare;;Low;7.0;Train
460780;Female;No;30;Yes;Healthcare;1.0;Low;2.0;Train
463514;Male;Yes;63;Yes;Entertainment;;Average;2.0;Train
465105;Male;Yes;69;No;Executive;9.0;Average;2.0;Train
460445;Male;No;29;Yes;Engineer;0.0;Low;4.0;Train
462961;Female;Yes;56;No;Engineer;1.0;Average;5.0;Train
463932;Female;Yes;72;Yes;Artist;1.0;Average;3.0;Train
459145;Male;Yes;88;No;Lawyer;;Low;1.0;Train
465651;Male;No;30;No;Engineer;1.0;Low;4.0;Train
463721;Female;No;31;Yes;Healthcare;1.0;Low;4.0;Train
467369;Male;No;41;Yes;Artist;2.0;Low;3.0;Train
461361;Female;No;31;Yes;Healthcare;9.0;Low;7.0;Train
465608;Male;No;20;No;Healthcare;;Low;5.0;Train
464793;Female;Yes;26;No;Marketing;7.0;High;3.0;Train
463736;Male;Yes;48;No;Entertainment;;Average;5.0;Train
462799;Male;No;26;No;Healthcare;;Low;;Train
459006;Male;No;20;No;Healthcare;1.0;Low;4.0;Train
460204;Male;Yes;41;Yes;Artist;4.0;Low;4.0;Train
465257;Male;No;20;;Healthcare;4.0;Low;5.0;Train
466762;Male;Yes;63;Yes;Homemaker;1.0;Low;3.0;Train
464318;Male;Yes;88;Yes;Executive;1.0;Low;1.0;Train
459634;Female;No;39;Yes;Engineer;;Low;3.0;Train
465416;Male;Yes;55;No;Engineer;1.0;High;4.0;Train
467275;Male;No;32;Yes;Healthcare;;Low;;Train
462117;Male;No;32;Yes;Entertainment;1.0;Low;2.0;Train
460710;Female;Yes;38;Yes;Artist;0.0;Average;3.0;Train
460098;Female;Yes;62;Yes;Engineer;1.0;Low;1.0;Train
465787;Male;No;18;No;Healthcare;1.0;Low;5.0;Train
463365;Male;Yes;67;No;Executive;1.0;High;2.0;Train
464042;Female;Yes;42;Yes;Artist;9.0;Low;2.0;Train
467627;Female;No;45;Yes;Engineer;0.0;Low;1.0;Train
464720;Male;Yes;46;No;Doctor;0.0;Average;3.0;Train
461123;Male;No;20;No;Healthcare;2.0;Low;4.0;Train
465413;Female;Yes;41;Yes;Engineer;0.0;High;3.0;Train
465126;Female;Yes;35;No;Engineer;7.0;Average;4.0;Train
465950;Female;Yes;52;Yes;Artist;6.0;Low;2.0;Train
466734;Female;Yes;63;Yes;Artist;1.0;Average;4.0;Train
466222;Male;Yes;51;No;Executive;5.0;Low;3.0;Train
466142;Female;Yes;29;Yes;Entertainment;0.0;Average;2.0;Train
467888;Male;No;27;No;Doctor;0.0;Low;4.0;Train
461992;Female;No;37;Yes;Doctor;1.0;Low;1.0;Train
460522;Female;Yes;29;No;Homemaker;;Average;2.0;Train
459973;Female;No;50;Yes;Artist;0.0;Low;2.0;Train
460695;Male;Yes;74;Yes;Lawyer;1.0;Low;1.0;Train
464260;Female;Yes;72;Yes;Artist;3.0;Average;3.0;Train
464140;Female;Yes;83;Yes;Lawyer;1.0;High;2.0;Train
465606;Male;Yes;37;Yes;Engineer;1.0;Average;3.0;Train
459050;Female;No;19;No;Healthcare;0.0;Low;3.0;Train
462330;Female;No;30;No;Artist;1.0;Low;1.0;Train
459940;Female;No;46;Yes;Engineer;1.0;Low;2.0;Train
466352;Female;Yes;65;Yes;Doctor;1.0;Low;2.0;Train
463558;Female;Yes;88;Yes;Lawyer;1.0;Average;2.0;Train
460049;Male;Yes;43;Yes;Entertainment;0.0;Average;2.0;Train
464148;Male;Yes;50;Yes;Executive;9.0;High;3.0;Train
465503;Male;No;35;Yes;Artist;8.0;Low;2.0;Train
465082;Male;Yes;67;Yes;Lawyer;0.0;Low;1.0;Train
459832;Male;Yes;66;Yes;Executive;0.0;Low;1.0;Train
464609;Female;No;39;Yes;Artist;3.0;Low;2.0;Train
466703;Female;Yes;46;Yes;Homemaker;0.0;Average;;Train
466864;Female;No;32;No;Homemaker;8.0;Low;1.0;Train
461458;Female;No;40;Yes;Artist;6.0;Low;1.0;Train
459218;Male;Yes;88;Yes;Lawyer;0.0;High;3.0;Train
462860;Male;No;30;Yes;Healthcare;8.0;Low;5.0;Train
462033;Male;No;32;Yes;Entertainment;1.0;Low;1.0;Train
467695;Male;Yes;43;No;Marketing;1.0;Low;2.0;Train
463090;Female;Yes;55;No;Engineer;3.0;Average;2.0;Train
459219;Female;Yes;47;Yes;Artist;0.0;Average;3.0;Train
460148;Female;Yes;73;No;Engineer;1.0;Low;;Train
461603;Male;No;39;Yes;Artist;;Low;1.0;Train
466359;Male;No;22;No;Healthcare;0.0;Low;4.0;Train
464655;Male;Yes;39;Yes;;0.0;Average;5.0;Train
466088;Female;No;31;No;Healthcare;0.0;Low;7.0;Train
461205;Male;No;27;Yes;Healthcare;;Low;3.0;Train
462822;Male;No;19;No;Healthcare;0.0;Low;4.0;Train
459076;Male;Yes;69;No;Doctor;0.0;Average;2.0;Train
463410;Male;Yes;37;No;Doctor;;Average;2.0;Train
463879;Male;Yes;45;Yes;Executive;0.0;High;2.0;Train
462827;Female;No;22;No;Doctor;1.0;Low;3.0;Train
461500;Female;No;26;Yes;Doctor;0.0;Low;3.0;Train
461553;Male;No;39;Yes;Artist;1.0;Low;3.0;Train
467912;Male;Yes;61;Yes;Entertainment;1.0;Low;2.0;Train
465029;Female;Yes;74;No;Lawyer;1.0;High;2.0;Train
460062;Male;No;29;Yes;Artist;4.0;Low;1.0;Train
462863;Male;No;29;Yes;Homemaker;5.0;Low;1.0;Train
460465;Male;No;36;No;Executive;0.0;Low;3.0;Train
460335;Female;No;63;Yes;Doctor;0.0;Low;2.0;Train
466067;Male;Yes;69;Yes;Artist;0.0;Average;5.0;Train
463962;Female;;35;Yes;Artist;12.0;Low;2.0;Train
459807;Male;Yes;81;Yes;Lawyer;1.0;Low;1.0;Train
463364;Female;Yes;71;No;Lawyer;1.0;High;2.0;Train
463599;Female;No;31;No;Healthcare;10.0;Low;2.0;Train
462686;Male;Yes;41;Yes;Entertainment;9.0;Average;4.0;Train
462949;Male;Yes;35;No;Homemaker;1.0;Average;3.0;Train
460275;Female;No;52;Yes;Artist;6.0;Low;1.0;Train
461184;Male;No;19;No;Healthcare;;Low;4.0;Train
460728;Female;;39;Yes;Artist;0.0;Low;1.0;Train
462416;Male;Yes;45;No;Artist;0.0;Low;2.0;Train
460846;Female;No;19;No;Marketing;1.0;Low;4.0;Train
459542;Male;No;23;No;Healthcare;2.0;Low;5.0;Train
459080;Male;Yes;77;No;Lawyer;0.0;Low;2.0;Train
463106;Female;Yes;84;Yes;Lawyer;0.0;Low;1.0;Train
464728;Male;Yes;47;No;Entertainment;1.0;High;4.0;Train
466474;Male;No;29;Yes;Entertainment;6.0;Low;3.0;Train
461711;Female;No;35;Yes;Artist;8.0;Low;3.0;Train
460347;Male;Yes;40;Yes;Artist;14.0;Low;2.0;Train
467689;Male;No;35;No;Healthcare;1.0;Low;1.0;Train
460260;Male;No;20;No;Healthcare;0.0;Low;3.0;Train
466344;Male;No;43;Yes;Entertainment;0.0;Low;2.0;Train
466437;Male;Yes;56;No;Executive;0.0;Low;1.0;Train
460423;Female;Yes;53;Yes;Artist;3.0;Low;1.0;Train
459590;Male;Yes;22;No;Executive;1.0;High;3.0;Train
464668;Male;Yes;32;No;Healthcare;1.0;High;4.0;Train
463049;Male;Yes;51;No;Executive;2.0;High;5.0;Train
460458;Female;No;41;No;Marketing;1.0;Low;;Train
462407;Male;Yes;37;No;Doctor;2.0;Average;4.0;Train
459450;Male;Yes;55;Yes;Artist;4.0;Average;4.0;Train
463255;Male;No;42;Yes;Entertainment;3.0;Low;2.0;Train
462574;Male;No;20;No;Healthcare;1.0;Low;5.0;Train
465761;Female;No;42;Yes;Artist;12.0;Low;2.0;Train
467728;Female;Yes;38;No;Engineer;1.0;High;5.0;Train
465841;Female;No;52;Yes;Engineer;3.0;Low;1.0;Train
460117;Female;Yes;48;Yes;Marketing;9.0;Low;1.0;Train
466619;Male;Yes;37;Yes;Entertainment;5.0;Average;2.0;Train
461722;Male;No;27;No;Doctor;1.0;Low;3.0;Train
460898;Male;Yes;48;No;Artist;3.0;Average;4.0;Train
463627;Female;No;25;Yes;Marketing;5.0;Low;2.0;Train
460403;Female;No;56;Yes;Doctor;3.0;Low;1.0;Train
459818;Female;Yes;68;No;Lawyer;1.0;Low;1.0;Train
463732;Male;No;21;No;Healthcare;0.0;Low;4.0;Train
462499;Female;;72;No;Lawyer;8.0;Average;2.0;Train
467112;Male;No;43;Yes;Artist;1.0;Low;2.0;Train
459902;Male;Yes;52;Yes;Lawyer;8.0;High;2.0;Train
463233;Male;Yes;50;No;Executive;0.0;Average;5.0;Train
467721;Male;No;41;Yes;Entertainment;0.0;Low;1.0;Train
465915;Male;Yes;40;Yes;Entertainment;8.0;Average;2.0;Train
464506;Male;No;32;Yes;Healthcare;8.0;Low;2.0;Train
460624;Male;Yes;57;Yes;Homemaker;5.0;High;2.0;Train
462020;Female;No;25;Yes;Artist;13.0;Low;2.0;Train
464320;Male;Yes;74;No;Lawyer;0.0;High;2.0;Train
467687;Male;No;38;Yes;Entertainment;;Low;4.0;Train
461561;Female;Yes;46;Yes;Artist;0.0;Average;2.0;Train
465953;Female;No;50;Yes;Artist;1.0;Low;1.0;Train
463309;Male;Yes;50;Yes;Artist;0.0;Average;2.0;Train
459134;Female;Yes;69;Yes;Lawyer;0.0;High;2.0;Train
464195;Male;No;29;Yes;Artist;0.0;Low;1.0;Train
467696;Male;Yes;84;Yes;Lawyer;;High;3.0;Train
459586;Male;Yes;73;No;Executive;1.0;Low;;Train
466504;Male;Yes;38;No;Executive;9.0;High;5.0;Train
466792;Female;Yes;82;No;Lawyer;0.0;Low;1.0;Train
459875;Male;Yes;71;No;Lawyer;0.0;High;;Train
463837;Female;Yes;50;No;Engineer;0.0;Low;3.0;Train
465384;Male;Yes;56;Yes;Artist;0.0;High;2.0;Train
462050;Male;No;19;No;Healthcare;4.0;Low;3.0;Train
465268;Male;Yes;29;No;Executive;12.0;Low;3.0;Train
461370;Male;No;26;Yes;Doctor;1.0;Low;3.0;Train
464225;Female;No;31;No;Doctor;1.0;Low;5.0;Train
466665;Male;Yes;42;Yes;Artist;0.0;Average;2.0;Train
462290;Female;No;33;Yes;Doctor;1.0;Low;1.0;Train
459326;Male;Yes;35;No;Healthcare;1.0;Low;5.0;Train
464926;Female;Yes;46;No;Engineer;0.0;High;3.0;Train
460343;Female;No;67;Yes;Artist;0.0;Low;2.0;Train
463626;Female;No;35;No;Artist;7.0;Low;2.0;Train
464266;Male;No;28;No;Doctor;8.0;Low;3.0;Train
464491;Female;No;43;No;Doctor;8.0;Low;1.0;Train
467698;Female;Yes;40;No;Artist;3.0;Average;;Train
463440;Female;Yes;73;Yes;Artist;0.0;Average;3.0;Train
463602;Female;No;21;No;Healthcare;8.0;Low;4.0;Train
464706;Female;No;32;No;Doctor;1.0;Low;3.0;Train
467220;Female;No;36;No;;;Low;;Train
460313;Male;No;32;Yes;Artist;13.0;Low;3.0;Train
465497;Male;No;25;No;Homemaker;14.0;Low;3.0;Train
465846;Female;No;40;Yes;Artist;5.0;Low;1.0;Train
463374;Female;No;19;No;Healthcare;0.0;Low;3.0;Train
462704;Male;Yes;48;Yes;Executive;5.0;High;5.0;Train
462160;Female;No;36;Yes;Artist;3.0;Low;3.0;Train
461365;Male;No;27;No;Healthcare;1.0;Low;3.0;Train
464205;Female;Yes;82;No;Entertainment;0.0;High;2.0;Train
459294;Male;No;23;No;Healthcare;9.0;Low;4.0;Train
460318;Male;No;30;Yes;Entertainment;14.0;Low;3.0;Train
467967;Male;No;30;Yes;Entertainment;8.0;Low;4.0;Train
461797;Male;No;30;Yes;Healthcare;1.0;Low;3.0;Train
462980;Male;No;28;Yes;Entertainment;1.0;Low;5.0;Train
462361;Male;Yes;60;Yes;Artist;0.0;Low;2.0;Train
461855;Female;Yes;52;Yes;Artist;1.0;Average;2.0;Train
461069;Female;No;19;No;Healthcare;;Low;;Train
467522;Female;No;19;No;Healthcare;0.0;Low;2.0;Train
